Id,Target,Flag_external
7052cd16-bb9a-11e8-b2b9-ac1f6b6435d0,0 23,0
762fd0d6-bbc6-11e8-b2bc-ac1f6b6435d0,0,0
b57839d4-bbaf-11e8-b2ba-ac1f6b6435d0,25,0
0827bad6-bba8-11e8-b2ba-ac1f6b6435d0,0 1,0
31584_1789_F8_5_cr59706e015dd8b,17 14 25 18,1
b5ab7da4-bba9-11e8-b2ba-ac1f6b6435d0,0,0
1a8b4196-bba0-11e8-b2b9-ac1f6b6435d0,14 16,0
e96c24f0-bbc6-11e8-b2bc-ac1f6b6435d0,22,0
85f4ae4c-bbad-11e8-b2ba-ac1f6b6435d0,0 25,0
0d3d7f56-bbb2-11e8-b2ba-ac1f6b6435d0,11,0
f1bbbaa0-bbc4-11e8-b2bc-ac1f6b6435d0,7,0
13302_666_E1_1,21 22,1
40956_520_E6_2,14,1
545d1cbe-bbc8-11e8-b2bc-ac1f6b6435d0,5 0,0
e536d446-bbbe-11e8-b2ba-ac1f6b6435d0,0 1 25,0
c0a6bc0a-bbb8-11e8-b2ba-ac1f6b6435d0,0 25,0
fefae2b2-bbbb-11e8-b2ba-ac1f6b6435d0,0 21,0
e902ebfa-bbb4-11e8-b2ba-ac1f6b6435d0,25,0
910bb2ee-bb99-11e8-b2b9-ac1f6b6435d0,0 3,0
9113bbd2-bbc7-11e8-b2bc-ac1f6b6435d0,0 23,0
04eec9d0-bb9f-11e8-b2b9-ac1f6b6435d0,14 16,0
05a4b294-bbaa-11e8-b2ba-ac1f6b6435d0,22,0
303dc0ac-bbbb-11e8-b2ba-ac1f6b6435d0,18,0
d311df70-bbc5-11e8-b2bc-ac1f6b6435d0,5 25,0
60660_1556_H2_1,22,1
6668a518-bbaf-11e8-b2ba-ac1f6b6435d0,0 2 24,0
3178_17_F4_2,6,1
63121_1576_F9_1,0 22 25,1
feb909d8-bbab-11e8-b2ba-ac1f6b6435d0,3 25,0
1789904e-bbad-11e8-b2ba-ac1f6b6435d0,0 21,0
059e4b10-bbb0-11e8-b2ba-ac1f6b6435d0,0,0
95af9900-bbad-11e8-b2ba-ac1f6b6435d0,0,0
086b2e46-bbc2-11e8-b2bb-ac1f6b6435d0,5 25,0
d1133dd8-bbaa-11e8-b2ba-ac1f6b6435d0,2,0
3f410e04-bba9-11e8-b2ba-ac1f6b6435d0,0,0
14133_105_H9_1,6,1
069c21b0-bbbd-11e8-b2ba-ac1f6b6435d0,0 21,0
637a9698-bbb1-11e8-b2ba-ac1f6b6435d0,25,0
27978_259_A11_1,0 14,1
364e6032-bba7-11e8-b2ba-ac1f6b6435d0,2,0
49421_750_C12_2,0 22,1
2fb7b90e-bba6-11e8-b2ba-ac1f6b6435d0,0 23,0
64382_1271_F7_4,0 16 14,1
a7982794-bbb8-11e8-b2ba-ac1f6b6435d0,21,0
c9bf21d8-bba4-11e8-b2ba-ac1f6b6435d0,5 0 25,0
556eabb6-bbb6-11e8-b2ba-ac1f6b6435d0,2 25 7,0
49829_805_H8_2,0 25 24,1
81dc4e38-bbb6-11e8-b2ba-ac1f6b6435d0,25,0
98dd9ed8-bbbc-11e8-b2ba-ac1f6b6435d0,7,0
705103f2-bbbb-11e8-b2ba-ac1f6b6435d0,23,0
56dfc700-bbca-11e8-b2bc-ac1f6b6435d0,0 23,0
571_24_C4_2,6 20,1
e22deaf6-bbb8-11e8-b2ba-ac1f6b6435d0,0 14,0
f6448db0-bbbd-11e8-b2ba-ac1f6b6435d0,23,0
a10ab48a-bb9c-11e8-b2b9-ac1f6b6435d0,0 19 25,0
15b85cce-bbc0-11e8-b2bb-ac1f6b6435d0,13,0
60972_1307_F5_2,8,1
26709_231_E1_1,21 25 12,1
54768_863_D10_2,6,1
b472eea6-bbc5-11e8-b2bc-ac1f6b6435d0,5,0
409bed52-bbc0-11e8-b2bb-ac1f6b6435d0,21,0
eba52d0a-bbbe-11e8-b2ba-ac1f6b6435d0,26,0
c4d1c464-bbc7-11e8-b2bc-ac1f6b6435d0,3 25,0
ac2336fa-bba9-11e8-b2ba-ac1f6b6435d0,25,0
f2244356-bba9-11e8-b2ba-ac1f6b6435d0,0 19,0
29124_1303_F5_1,6,1
b4a17a34-bbaf-11e8-b2ba-ac1f6b6435d0,23,0
951084a6-bbac-11e8-b2ba-ac1f6b6435d0,6,0
a3546810-bbc6-11e8-b2bc-ac1f6b6435d0,14,0
dcd7f73e-bbbf-11e8-b2bb-ac1f6b6435d0,0 23 25,0
44402562-bba8-11e8-b2ba-ac1f6b6435d0,0,0
57e1a3ae-bbc4-11e8-b2bc-ac1f6b6435d0,19,0
60b6ea26-bbb9-11e8-b2ba-ac1f6b6435d0,21 7,0
fcf67208-bbb4-11e8-b2ba-ac1f6b6435d0,18,0
d22182cc-bbc6-11e8-b2bc-ac1f6b6435d0,19,0
09c66b24-bbb4-11e8-b2ba-ac1f6b6435d0,6,0
ad237eac-bbae-11e8-b2ba-ac1f6b6435d0,21,0
c678ee20-bba7-11e8-b2ba-ac1f6b6435d0,7,0
3085_17_D4_1,6 2,1
20612062-bbb5-11e8-b2ba-ac1f6b6435d0,4,0
e2477d66-bbba-11e8-b2ba-ac1f6b6435d0,7,0
bfcad1ca-bbb5-11e8-b2ba-ac1f6b6435d0,0 19,0
1b35f01e-bbc8-11e8-b2bc-ac1f6b6435d0,26 25 18,0
7afd7c8c-bbc9-11e8-b2bc-ac1f6b6435d0,5 0,0
9ed5c2b4-bbb4-11e8-b2ba-ac1f6b6435d0,0,0
e68548f4-bbc9-11e8-b2bc-ac1f6b6435d0,7,0
a68ecaae-bbb0-11e8-b2ba-ac1f6b6435d0,21 25,0
c88bd162-bbb3-11e8-b2ba-ac1f6b6435d0,0 25,0
5ed18d7c-bbca-11e8-b2bc-ac1f6b6435d0,5,0
babdf45c-bbae-11e8-b2ba-ac1f6b6435d0,0 3 25,0
